"","gene_name","module","color","kME_grey","kME_oligo1","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8"
"TRAM1","TRAM1","grey","grey",0.134737017295913,0.12317497642588,0.127214863455878,0.118653678393177,0.0947431120979553,0.112539291269264,0.0977685912791226,0.103199661438794,0.0306793595223688
"TERF1","TERF1","grey","grey",0.143419399490197,0.130274079792369,0.123404848405845,0.118208113645361,0.0927931331060172,0.127228703250193,0.104346194931922,0.126981993433139,0.0420242423486357
"RPL7","RPL7","oligo2","blue",0.0524048824198569,0.0362906110679602,0.110893939409024,0.0331903044533462,0.0282144224752107,0.0285450026302422,0.0257196451006072,0.032447738294953,0.034267039104754
"STAU2","STAU2","grey","grey",0.169764876458161,0.15477505579905,0.0970195544230533,0.168318478860225,0.135047254215989,0.150691867403076,0.143193755333402,0.13647499884179,0.0343421500672964
"ELOC","ELOC","grey","grey",0.081945756110186,0.0718795712111437,0.0735514476905133,0.0706735879547386,0.0612270691795941,0.0688948372033897,0.0637719949740018,0.0646710413235193,0.0275771536722752
"GDAP1","GDAP1","oligo3","turquoise",0.248361858881892,0.205681099971332,0.13584521805658,0.259482070146155,0.174724773316886,0.218659768854764,0.194395875056552,0.17223150186738,0.0505369242606023
"MIR2052HG","MIR2052HG","oligo3","turquoise",0.103400322869751,0.0812460280587248,0.0498968074325399,0.123451222493786,0.0706150037514799,0.0849675708824215,0.0880488835637818,0.0550346163918325,0.0242058986064453
"ZFHX4-AS1","ZFHX4-AS1","grey","grey",0.079828522355466,0.0779062594976989,0.057037124090429,0.0608518602637847,0.0485395929530456,0.0908199725571591,0.0699885087400929,0.106302832225217,0.0162480945658083
"ZFHX4","ZFHX4","grey","grey",0.323725341969372,0.297192712155704,0.191367612897998,0.300201638513418,0.235731153157177,0.335572956546514,0.268107652210556,0.326603123657312,0.0531817882964614
"PEX2","PEX2","grey","grey",0.154238733062174,0.13324534433678,0.119186352880935,0.143320604602167,0.107200276332818,0.135070502293814,0.124255880339492,0.125001531910083,0.0253276283562388
"PKIA","PKIA","grey","grey",0.0657028034043134,0.064384500212112,0.0604229902257322,0.0431446035107503,0.0479571991203899,0.0621411893818054,0.0592726515235862,0.0778347622904216,0.0223668360207807
"ZC2HC1A","ZC2HC1A","grey","grey",0.130566283779604,0.12656613200879,0.0985223671184398,0.101315686624763,0.0916014651688151,0.121738555725801,0.105485629656756,0.127758343341761,0.0312683603229377
"STMN2","STMN2","oligo2","blue",-0.00984128351914997,-0.0191801464201069,0.0375926404597876,-0.00965862633962248,-0.0111694039774429,-0.023570317914287,-0.0102770905135688,-0.0217526132860761,0.077876590900803
"TPD52","TPD52","oligo3","turquoise",0.231739895422169,0.215473942838349,0.122044408706704,0.248761288582326,0.179723133171955,0.207961779260992,0.204197926021903,0.16545590719017,0.0396024069552684
"ZBTB10","ZBTB10","grey","grey",0.0797054373118272,0.0676560906962703,0.0644220589917166,0.0739097124962934,0.0529373711850757,0.0661082005825998,0.0576582792069764,0.061741652503153,0.0257684924890984
"ZNF704","ZNF704","grey","grey",0.34744756525612,0.321101502272962,0.194220424151837,0.336635042520304,0.258628827292185,0.344733565157892,0.294774482602659,0.316312747205652,0.0648548476402486
"PAG1","PAG1","grey","grey",0.185025156333175,0.168318668273217,0.134162102185957,0.162163817087581,0.125679832029341,0.190561686616682,0.160789979827015,0.204666454367949,0.022247732951433
"PMP2","PMP2","grey","grey",0.163194613333662,0.126462142764852,0.165642522627938,0.166332626394869,0.111732223383194,0.105057454794613,0.159111301704829,0.0934359237513627,0.0123157360865158
"ZFAND1","ZFAND1","grey","grey",0.0962049119371577,0.0844999797446229,0.0882022627214302,0.0794829363753754,0.0674323817778212,0.0721679518866634,0.0753504230911359,0.0681552328620545,0.010292032140949
"SNX16","SNX16","grey","grey",0.0960574697183604,0.0781114555575692,0.0717262432933387,0.0852823042651505,0.058646819443987,0.0881700898291378,0.0661185795242362,0.0767591080714859,0.0110686241721007
