"","gene_name","module","color","kME_oligo1","kME_grey","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8"
"MECR","MECR","grey","grey",0.0956853665021098,0.0991306298377006,0.051368368218662,0.0226863096877609,0.030848839684226,0.0671565480113583,0.0620234375010266,0.0486853240700343,0.044057577667056
"PUM1","PUM1","oligo5","blue",0.185781069068176,0.231129247832681,0.163143855720067,0.130047154056837,0.159069098594243,0.223622574118601,0.139887755967743,0.150627551779098,0.116240665887675
"NKAIN1","NKAIN1","grey","grey",0.078074514420226,0.0998257156310147,0.0147188492572287,0.00479287693721505,0.0545340685622309,0.0883547855862483,0.086597375828733,0.0784074538422813,0.0851363118039386
"SNRNP40","SNRNP40","grey","grey",0.175945257112047,0.185433995815808,0.137668055073177,0.0950652201792927,0.14022723639161,0.156153404324007,0.0827332446905876,0.0918675499540157,0.0234902864467036
"ZCCHC17","ZCCHC17","grey","grey",0.0990872771408422,0.138785265075792,0.115808640836995,0.0779793538117539,0.127544169236365,0.124566921497161,0.0362243040847482,0.0493044506255665,0.0161584677656957
"COL16A1","COL16A1","oligo5","blue",0.168503435203937,0.164582686954173,0.105255094107233,0.0797076979373986,0.13589909113836,0.168938602582794,0.116946295950182,0.128192391785534,0.0203830885894456
"ADGRB2","ADGRB2","grey","grey",0.0543912539566385,0.0619888461298065,0.0576896667906713,0.0474222576960645,0.0205132704679099,0.0500009537195424,0.0472712383335198,0.0498567131633444,0.0461213214449955
"PTP4A2","PTP4A2","oligo5","blue",0.189812645485978,0.229792724881534,0.132600806791128,0.0851684984966071,0.195449343377291,0.234319191440649,0.113821943810475,0.13203221415374,0.0780514323481678
"KHDRBS1","KHDRBS1","grey","grey",0.162987607335767,0.207100146769987,0.145584767334692,0.0915731169292466,0.136197054965527,0.179727666782433,0.0864471883544588,0.0853362771700747,0.0655304838008107
"TMEM39B","TMEM39B","grey","grey",0.0903865146784952,0.0941905106381912,0.0562105832458424,0.0332705911512692,0.0481727503395471,0.0772536788719744,0.0661986011562692,0.057460355769055,0.039449593767062
"KPNA6","KPNA6","grey","grey",0.165347548388205,0.197297712574439,0.139403051565804,0.0991402337711507,0.107411942148303,0.168599438599469,0.111380114598378,0.110390396779008,0.0794696862558374
"TXLNA","TXLNA","grey","grey",0.0978658288921488,0.118179407276165,0.100056837268231,0.0670514355719713,0.076646196681179,0.0970766185938725,0.0561197989598365,0.0531262032858843,0.0396548697473904
"HDAC1","HDAC1","grey","grey",0.0941158085494681,0.105248968720708,0.0676219503364433,0.0398868700367474,0.0601921576804537,0.0847255997745059,0.0487511844883327,0.0553842099769632,0.0344409512492467
"MARCKSL1","MARCKSL1","oligo1","turquoise",0.331893347676894,0.286621040796803,0.499552784557199,0.344364592132315,0.120797488113065,0.151211423721643,0.125279173271389,0.0898746791869937,0.00933722459381379
"BSDC1","BSDC1","grey","grey",0.166951250924434,0.191973304847365,0.139036279638133,0.0926444487468691,0.0770778423888362,0.147740259871006,0.111372375738056,0.10622310540648,0.0940524297423308
"ZBTB8OS","ZBTB8OS","grey","grey",0.180179500634521,0.19707793197538,0.0636076323248957,0.0219753909043275,0.0974726344748745,0.159004169694645,0.137418302766007,0.123875071669216,0.107107171960739
"RBBP4","RBBP4","grey","grey",0.164634568028297,0.19063403790206,0.139209153420857,0.0874840908423405,0.10070729460601,0.15487674829357,0.111300919659913,0.102338825716418,0.0812465527714546
"SYNC","SYNC","grey","grey",0.0525283685016042,0.0681007532293693,0.095016928851791,0.0817028156326373,0.0325632908452315,0.055367211971042,0.0232392372238465,0.0242211552256859,0.00794118615718886
"YARS","YARS","oligo5","blue",0.0914471494211994,0.146908115267071,0.078092289794198,0.0602147945609685,0.129153923433804,0.153123832562415,0.0457361107923055,0.0676923083071037,0.03095996663555
"S100PBP","S100PBP","oligo5","blue",0.141580715513311,0.164369157994008,0.0929683575977076,0.0730594055594961,0.0865249202522254,0.152843924256071,0.114632502028759,0.110314620838208,0.0865007649971167
"AK2","AK2","grey","grey",0.0970135306569105,0.124127129045004,0.0949816322805466,0.0644857808301993,0.0583857743742878,0.104277835440798,0.0649650974221441,0.0575060779494189,0.0533939079200304
"AZIN2","AZIN2","oligo6","red",0.130081508041576,0.131856042434627,0.0785603729870784,0.0489441637284474,0.0239698595505042,0.0904525629560863,0.137259103552818,0.0916799122448649,0.0998292667207187
"TRIM62","TRIM62","grey","grey",0.159225545110186,0.167213717874561,0.103198676281938,0.0561529327540288,0.0507639218656144,0.129944209230609,0.122299278569807,0.0946994299887668,0.0983306869660275
"PHC2","PHC2","grey","grey",0.271063000113548,0.291367988015477,0.197114281335495,0.117185775844866,0.171020268164175,0.237998960281469,0.166359631221526,0.169973505295335,0.111284679464496
"CSMD2","CSMD2","oligo5","blue",0.0776392685774468,0.144175876690908,0.0458401715727291,0.029488253863601,0.109712223269536,0.173231315533078,0.0710361403160756,0.0921900377038738,0.105540076788193
"SMIM12","SMIM12","grey","grey",0.0946899664818996,0.111691263642072,0.0827135290581026,0.0502407290211598,0.0575617736594303,0.0892348860229157,0.0492867347020003,0.0487452766873574,0.0411267131947395
"ZMYM1","ZMYM1","grey","grey",0.107693639501624,0.115258694810091,0.0654893488335861,0.0330664261480909,0.0470588951309697,0.0838282427027495,0.0851175428880062,0.0709278933264563,0.0692212111353568
"SFPQ","SFPQ","grey","grey",0.24931079403538,0.291464860884236,0.204660240893056,0.122791950513317,0.167857501274434,0.24947229572721,0.156917654538471,0.160364985604501,0.13966516965466
"ZMYM4","ZMYM4","oligo1","turquoise",0.231989115029622,0.234854859826658,0.163252681930562,0.0987966585782975,0.117643369925326,0.175025619791334,0.156568891842854,0.139535210835148,0.0980939478498144
"KIAA0319L","KIAA0319L","oligo5","blue",0.19456031062744,0.214772806303827,0.140110255608407,0.0924384706544409,0.112836748957232,0.193064003165573,0.146194508054874,0.141145611994425,0.102952939097419
"NCDN","NCDN","grey","grey",0.0690173281562968,0.0702127642698798,0.0678907538841662,0.0431546415881585,0.023855896002501,0.0439992683743068,0.0407460987486716,0.043961478748916,0.0202758076925997
"TFAP2E","TFAP2E","grey","grey",0.105328648820806,0.109476678705841,0.0591829761661671,0.0263685473738841,0.0419755793012861,0.0794053376153039,0.0601314041701791,0.0611898640299871,0.0471426871042664
"PSMB2","PSMB2","grey","grey",0.108988368448909,0.133588285979269,0.128891609782985,0.0928368907774698,0.0874953212617596,0.113352958976124,0.0556174145672302,0.0662610577789691,0.0302552368091098
"AGO4","AGO4","grey","grey",0.143008896544402,0.15846199415285,0.0950439032564964,0.0537706867985161,0.0677835642680751,0.126771072540565,0.115734147416516,0.101134467204153,0.0852140773783974
"AGO1","AGO1","grey","grey",0.115177721909709,0.135231073973947,0.0843739910611038,0.0646372163396878,0.0575362204308467,0.115199655337947,0.0994444156190721,0.0967866840516506,0.0909567443471687
"AGO3","AGO3","grey","grey",0.326577566086768,0.359433349676246,0.226331227975155,0.139289568811832,0.209103542612187,0.305624879706072,0.205065548248364,0.209491874523727,0.114479995964742
"ADPRHL2","ADPRHL2","grey","grey",0.0738790124112509,0.0885889042144918,0.0963053984333677,0.0684177207792238,0.0473862053214433,0.0747693591711922,0.0525298201183402,0.0482290641064166,0.0399128622044152
"MAP7D1","MAP7D1","oligo2","brown",0.249401654917489,0.248388032223666,0.310537470860019,0.203200039789959,0.111189223598571,0.175290443143175,0.127960376789222,0.119800035362996,0.0672147256188371
"THRAP3","THRAP3","grey","grey",0.129465307099841,0.172579644930153,0.144598485926865,0.108713602047197,0.120934224441566,0.152974920068325,0.0711776831015437,0.0743379999746844,0.0488166456328567
"STK40","STK40","oligo5","blue",0.0533453726618128,0.114186338926252,0.0658516858909313,0.047412099165318,0.171050462306886,0.138448533671787,0.00187183470247362,0.0288713135375051,-0.0210458962176779
"MEAF6","MEAF6","grey","grey",0.114236469996461,0.126326736063427,0.104378070110081,0.0696367637229231,0.0622925957422191,0.0959193549150971,0.06539252920003,0.0644219851160367,0.0436957659120426
"C1orf122","C1orf122","oligo1","turquoise",0.22570470883117,0.199988353387745,0.320128651455042,0.213629237687291,0.106042296484565,0.114175507809166,0.0763492931998383,0.0572622079149853,-0.00818511548051465
"MTF1","MTF1","grey","grey",0.120401892410329,0.130211281688246,0.0983243011520543,0.0558667788239186,0.0677960749223027,0.0893745346365717,0.0646287051349721,0.0611190682102107,0.0344062371958513
"INPP5B","INPP5B","oligo5","blue",0.104394207404656,0.127466913361322,0.0524247566148336,0.0404192067652835,0.0814134683799314,0.12505258859617,0.0840214963004372,0.0807585016080374,0.053820116757538
"SF3A3","SF3A3","grey","grey",0.049906555198849,0.0699467588385809,0.0650547397711891,0.0508623841033992,0.028023455919914,0.0552870251347258,0.0355392069849144,0.0345621168910631,0.0363324642889312
"RRAGC","RRAGC","grey","grey",0.0795024925381695,0.103822994722921,0.109844267376808,0.093822197607311,0.084470401485952,0.0917634284691745,0.0439587059360916,0.0492930746487875,0.0270625189968941
"AL139260.1","AL139260.1","oligo1","turquoise",0.30210383910287,0.276204990765591,0.137830211086704,0.0490654981269469,0.132374354407477,0.191815062190313,0.191826822436295,0.167405668163484,0.116540686580263
"RHBDL2","RHBDL2","grey","grey",0.153363895123173,0.154296258409918,0.1095815413653,0.079606213244728,0.0537727765427521,0.125884255328462,0.117952850289565,0.100005513173055,0.0689475841301207
"AKIRIN1","AKIRIN1","grey","grey",0.195997494281479,0.206824955906381,0.177338560551479,0.115781484668329,0.0939391666244428,0.157084943542091,0.125651950122634,0.108463053384202,0.0723766982509874
"NDUFS5","NDUFS5","oligo5","blue",0.0486070424676727,0.0600393856602015,0.089250100504,0.0740926012620838,0.0478446171462521,0.0554311461802283,0.0190065955467485,0.0201876748148659,0.000446741263841325
"MACF1","MACF1","oligo1","turquoise",0.502628144952366,0.497442249220015,0.280243522992737,0.127652308295182,0.294548481417637,0.393047897658449,0.324621556991724,0.307247402100381,0.195295117280237
"PABPC4","PABPC4","grey","grey",0.0787786577612513,0.109981004226928,0.0984547968768982,0.0661923417725119,0.0864762312160721,0.0933272161994975,0.036616602336566,0.038087085278616,0.0306495553273152
"TRIT1","TRIT1","oligo5","blue",0.0783787197979015,0.0980748752245996,0.0677145177990872,0.0540876711665669,0.0411880208870713,0.0936795111617738,0.067572752853656,0.0723969942411041,0.0667442848874431
"CAP1","CAP1","oligo2","brown",0.105132122820575,0.131560776783713,0.170708274254786,0.11751200514068,0.079207949597078,0.103063273566378,0.0598489532522588,0.0564116353757243,0.0341503097177624
"PPT1","PPT1","oligo5","blue",0.0459299742679213,0.0549551158146037,0.0846908185968056,0.0911671932006019,0.0322161407387801,0.0527139832359831,0.0385650514811004,0.0391746964430029,0.0264993525095032
"RLF","RLF","oligo5","blue",0.150417426854843,0.219030103346644,0.133675403017968,0.0973334989931887,0.182925117724269,0.223121246859842,0.0793276288722888,0.106462150785829,0.0690084603415268
"ZMPSTE24","ZMPSTE24","grey","grey",0.0872750041497616,0.10003159164338,0.115673563916001,0.0827946611235427,0.0494540800510782,0.0841078047035215,0.058499246443984,0.0528130443013136,0.0456608160598326
"COL9A2","COL9A2","grey","grey",0.154702066323632,0.163143247302834,0.162384971723435,0.122301321745749,0.0502279138464025,0.135084814499788,0.112882814942413,0.103674984677069,0.0803928971619122
"SMAP2","SMAP2","grey","grey",0.120664610173136,0.138306088078883,0.0904953757525928,0.0521941271389951,0.0712112804145976,0.114563528084886,0.0962178298037406,0.0860592669083642,0.0571765396142776
"AL603839.3","AL603839.3","grey","grey",0.138195656312391,0.139765512879037,0.0764985030917677,0.0355092280521082,0.0534607946778248,0.0985872443850532,0.100781829697123,0.0792228794170445,0.0684099143531613
"ZNF684","ZNF684","grey","grey",0.0891005206115392,0.0953453167734425,0.0835710918725456,0.0530011918239127,0.0495956298788026,0.0722372235559079,0.0622118989731405,0.0553071353078222,0.0460105579072743
"NFYC","NFYC","grey","grey",0.144382037551326,0.152372467662996,0.101374628888579,0.0600851082992496,0.0699913803261748,0.121861552869413,0.101640284612172,0.0898476736860004,0.0727370667321375
"CTPS1","CTPS1","grey","grey",0.0904789989231573,0.0999711890378002,0.0806674998674547,0.0565122085839285,0.0518872510450734,0.0839950333048982,0.0571874714872928,0.0515149468693471,0.0463775190352107
"SCMH1","SCMH1","grey","grey",0.152009781161237,0.156973217385474,0.0833458502530035,0.0463013314190793,0.0955149615840457,0.127798449961609,0.0954726646730078,0.0962844359022396,0.0408479093333162
"HIVEP3","HIVEP3","oligo1","turquoise",0.304413252488851,0.296366340998659,0.190965662611656,0.110694943304233,0.207249052701751,0.241824405445544,0.197947828193455,0.199339393522175,0.0516163976001968
"FOXJ3","FOXJ3","grey","grey",0.253469645161789,0.284869903173361,0.193866045056108,0.123911904341087,0.156533615940984,0.241879653812126,0.176566157989937,0.168804041910999,0.136548808219575
"CCDC30","CCDC30","oligo1","turquoise",0.21242142621604,0.19719461960958,0.11230778214249,0.045455319685144,0.0837981324053537,0.136920511875781,0.138865205099695,0.120617880887578,0.0910785469225425
"YBX1","YBX1","oligo3","yellow",0.119407517605069,0.15945600283017,0.182301258260695,0.15576171227608,0.103747968254916,0.136542258635226,0.0551099539593973,0.0660155244404119,0.0455337534951391
"SLC2A1","SLC2A1","oligo2","brown",0.0924671103062735,0.108753384559674,0.151590330096824,0.109766299678587,0.0607774546722773,0.0815632347888691,0.0595404372506854,0.0564960123251666,0.0399469370861779
"TMEM125","TMEM125","oligo1","turquoise",0.155165856007632,0.119227497211082,0.211508311248709,0.137432811608314,0.0503214049154429,0.0483609984492785,0.0533175021138928,0.0343294271040945,-0.00511431791704412
"ELOVL1","ELOVL1","oligo2","brown",0.224310465166211,0.197791196417785,0.347532082691017,0.232859518722669,0.108714411848569,0.115090306246568,0.077375770184078,0.0665395690713068,0.00136716900405661
"SZT2","SZT2","grey","grey",0.145836120012118,0.158293785482291,0.08899107337146,0.040727009296662,0.0612611926554497,0.119598907550258,0.111639871635172,0.0983843983922631,0.0970473012370037
"PTPRF","PTPRF","grey","grey",0.223660143518553,0.224181433311785,0.170007767335335,0.110389122351118,0.0839601561608859,0.170932242361361,0.141508238017741,0.126946440725991,0.0998562104298919
"IPO13","IPO13","oligo1","turquoise",0.182077789959747,0.179514405492841,0.178368764322982,0.102821036804812,0.0739405664677718,0.130279604793713,0.104283713818631,0.0972027165593156,0.0704300672188749
"ATP6V0B","ATP6V0B","oligo3","yellow",0.0665622091571757,0.0805787094616714,0.193527474150857,0.21340883904561,0.059957396119689,0.0682957788304435,0.0325857641719218,0.0393806580052034,0.0196878895880167
"SLC6A9","SLC6A9","oligo1","turquoise",0.231696320372381,0.205832786946549,0.187835369980381,0.104720624019714,0.087665800001154,0.137379098285134,0.139515301393308,0.110377431208746,0.0522258381127251
"ERI3","ERI3","grey","grey",0.238280406603791,0.257284826846249,0.136766658996877,0.0581972266530972,0.097369746676571,0.19587060173337,0.174926128342997,0.158150068374719,0.167485143612863
"RNF220","RNF220","oligo5","blue",0.514524197082647,0.554420382304312,0.277847957908792,0.168055004117632,0.303812655258395,0.522391215994344,0.410686060566257,0.414799961136714,0.298890280457852
"TMEM53","TMEM53","grey","grey",0.0833223468276168,0.0868075233900641,0.0815622777566514,0.0574355419846312,0.0217651579047908,0.0637651774504294,0.0587746219647131,0.0515714452708931,0.0409921825098685
"RPS8","RPS8","oligo2","brown",0.0957471530395554,0.119661837193389,0.193889678651056,0.127679567408816,0.0529752914370727,0.0823604880987134,0.0310632728584994,0.0315060868083139,0.0312226275194975
"EIF2B3","EIF2B3","grey","grey",0.138212694587647,0.159507204039487,0.0799496930043203,0.0385009139365552,0.0633827308114257,0.12538117380179,0.107268086960171,0.0976922630218825,0.0845304721688813
"ZSWIM5","ZSWIM5","grey","grey",0.189488911111842,0.20511349595681,0.0996942354806807,0.0532365054253422,0.0691593575143296,0.157579679080541,0.147931766145945,0.134449130029589,0.122640532648627
"TESK2","TESK2","oligo1","turquoise",0.283784473317263,0.276900326572107,0.170919608443402,0.0996835562103658,0.188331865970563,0.235076033846445,0.182056317847791,0.171978329121696,0.0765625529652161
